Site ID,Planned Kiosk Type,Installation Status,PPT ID,Legacy ID,Borough,Council District,Community Board,Street Address,Cross Street 1,Cross Street 2,IxN Corner,Postcode,Zoning,Latitude,Longitude,Installation Complete,Activation Complete,Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Location
bk-01-109252,Link1.0,Live,109252,bk-01-109252,Brooklyn,34,301,395 BROADWAY,HOOPER STREET,KEAP STREET,NE,11211,C1-3,40.707208,-73.954195,12/02/2017,02/27/2018,North Side-South Side,3335978,3024630027,3052700,"(40.707208, -73.954195)"
bk-17-145927,Link1.0,Live,145927,LINK-022138,Brooklyn,40,317,3121 CHURCH AVENUE,RALEIGH PLACE,FAIRVIEW PLACE,NW,11226,C1-2,40.650962,-73.947834,09/17/2017,10/30/2017,Erasmus,3327743,3048690053,3081800,"(40.650962, -73.947834)"
bx-10-160008,Link5G_NonAd,Live,,,Bronx,18,210,1331 HERSCHELL STREET,HERSCHELL STREET,ZEREGA AVENUE,E,10461,R4A,40.836600,-73.844360,02/23/2024,12/17/2024,Westchester-Unionport,2027240,2038460023,,"(40.8366, -73.84436)"
bk-04-155147,Link1.0,Live,155147,,Brooklyn,37,304,222 PALMETTO STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,NE,11221,C2-3,40.695004,-73.915407,07/18/2022,09/16/2022,Bushwick North,3076617,3033520001,435,"(40.695004, -73.915407)"
mn-06-121368,Link1.0,Live,121368,mn-06-121368,Manhattan,4,106,163 EAST 42 STREET,3 AVENUE,LEXINGTON AVENUE,NW,10017,C5-3,40.751182,-73.975188,04/01/2017,06/21/2017,Turtle Bay-East Midtown,1036161,1012970033,1009200,"(40.751182, -73.975188)"
mn-05-122586,Link1.0,Live,122586,mn-05-122586,Manhattan,3,105,790 8 AVENUE,WEST 48 STREET,WEST 49 STREET,NE,10019,C6-4,40.761094,-73.986828,03/24/2016,04/12/2016,Midtown-Midtown South,1024771,1010207501,1012500,"(40.761094, -73.986828)"
si-01-150207,Link1.0,Live,,,Staten Island,49,501,255 HYLAN BOULEVARD,HYLAN BOULEVARD,CLIFTON AVENUE,NE,10305,C1-1,40.612088,-74.070849,10/19/2022,10/31/2023,Stapleton-Rosebank,,5028530001,,"(40.612088, -74.070849)"
bk-05-145932,Link1.0,Live,145932,LINK-021926,Brooklyn,37,305,62 PENNSYLVANIA AVENUE,FULTON STREET,ATLANTIC AVENUE,MIDBLOCK,11207,C4-4L,40.676475,-73.897167,09/17/2017,02/06/2018,East New York,3083275,3036690026,3119800,"(40.676475, -73.897167)"
mn-08-121741,Link1.0,Live,121741,mn-08-121741,Manhattan,4,108,201 EAST 60 STREET,3 AVENUE,2 AVENUE,NE,10065,C1-9,40.762107,-73.965809,02/27/2016,03/29/2016,Lenox Hill-Roosevelt Island,1043547,1014157501,1011000,"(40.762107, -73.965809)"
mn-08-120850,Link1.0,Live,120850,mn-08-120850,Manhattan,5,108,1494 1 AVENUE,EAST 78 STREET,EAST 77 STREET,SE,10075,C1-9,40.771526,-73.953138,01/25/2018,05/10/2018,Lenox Hill-Roosevelt Island,1046006,1014720047,1013200,"(40.771526, -73.953138)"
bx-01-146046,Link1.0,Live,146046,LINK-020604,Bronx,8,201,301 MORRIS AVENUE,EAST 139 STREET,EAST 140 STREET,MIDBLOCK,10451,M1-4/R7A,40.812557,-73.926244,01/14/2018,07/02/2018,Mott Haven-Port Morris,2000956,2023330054,2005100,"(40.812557, -73.926244)"
qu-03-134084,Link1.0,Live,134084,qu-03-134084,Queens,21,403,86-23 ROOSEVELT AVENUE,87 STREET,86 STREET,NW,11372,C1-3,40.748168,-73.879511,08/31/2017,10/04/2017,Jackson Heights,4036259,4014740037,4027900,"(40.748168, -73.879511)"
mn-10-119881,Link1.0,Live,119881,mn-10-119881,Manhattan,9,110,2534 FREDERICK DOUGLASS BOULEVARD,WEST 135 STREET,WEST 134 STREET,SE,10030,C1-4,40.816298,-73.946558,10/29/2016,12/02/2016,Central Harlem North-Polo Grounds,1084056,1019400061,1022800,"(40.816298, -73.946558)"
mn-12-120798,Link1.0,Live,120798,LINK-011287,Manhattan,10,112,4058 BROADWAY,WEST 171 STREET,WEST 170 STREET,SE,10032,C2-4,40.843034,-73.939086,02/18/2022,04/25/2022,Washington Heights South,1063459,1021410001,1025300,"(40.843034, -73.939086)"
bk-06-160003,Link5G_NonAd,Live,,,Brooklyn,38,306,106 FERRIS STREET,COFFEY STREET,VAN DYKE STREET,W,11231,M2-1,40.678060,-74.017050,02/15/2024,05/07/2025,Carroll Gardens-Columbia Street-Red Hook,3008783,3005950052,,"(40.67806, -74.01705)"
mn-02-100727,Link1.0,Live,100727,mn-02-100727,Manhattan,1,102,178 BOWERY,KENMARE STREET,SPRING STREET,NW,10012,C6-1,40.720596,-73.994075,07/12/2016,08/19/2016,SoHo-TriBeCa-Civic Center-Little Italy,1007145,1004780027,1004100,"(40.720596, -73.994075)"
bk-16-145818,Link1.0,Live,145818,LINK-018136,Brooklyn,37,316,2214 FULTON STREET,EASTERN PARKWAY,SACKMAN STREET,SE,11233,R6,40.678036,-73.907620,03/31/2017,05/03/2017,Ocean Hill,3042276,3015530003,3036700,"(40.678036, -73.90762)"
bx-02-111546,Link1.0,Live,111546,LINK-010253,Bronx,17,202,1025 East 163rd Street,SOUTHERN BOULEVARD,SIMPSON STREET,MIDBLOCK,10459,C4-4,40.821058,-73.892130,02/07/2022,04/29/2022,Hunts Point,2005788,2027240190,2015900,"(40.821058, -73.89213)"
bk-02-132668,Link1.0,Live,132668,bk-02-132668,Brooklyn,35,302,979 FULTON STREET,ST JAMES PLACE,WASHINGTON AVENUE,NW,11238,C2-4,40.682932,-73.963959,12/01/2016,01/25/2017,Clinton Hill,3056672,3019790052,3020100,"(40.682932, -73.963959)"
mn-05-122619,Link1.0,Live,122619,mn-05-122619,Manhattan,3,105,910 8 AVENUE,WEST 54 STREET,WEST 55 STREET,NE,10019,C6-4,40.764823,-73.984099,03/10/2016,03/30/2016,Midtown-Midtown South,1000000,1010260055,1013700,"(40.764823, -73.984099)"
bk-07-145887,Link1.0,Live,145887,LINK-021520,Brooklyn,38,307,615 4 AVENUE,18 STREET,17 STREET,NE,11215,C2-4,40.664406,-73.993715,07/15/2017,08/15/2017,Park Slope-Gowanus,3008966,3006310001,3014300,"(40.664406, -73.993715)"
bx-05-146094,Link1.0,Live,146094,LINK-019312,Bronx,14,205,2 CLIFFORD PLACE,JEROME AVENUE,TOWSEND AVENUE,SE,10453,C8-3,40.846434,-73.912958,06/20/2018,07/13/2018,Mount Hope,2008155,2028480016,2022701,"(40.846434, -73.912958)"
mn-08-120999,Link1.0,Live,120999,mn-08-120999,Manhattan,4,108,198 EAST 76 STREET,3 AVENUE,LEXINGTON AVENUE,SW,10021,C1-9,40.772376,-73.958959,03/05/2016,03/24/2016,Upper East Side-Carnegie Hill,1043151,1014100040,1012800,"(40.772376, -73.958959)"
qu-01-125092,Link1.0,Live,125092,qu-01-125092,Queens,22,401,23-55 BROADWAY,CRESCENT STREET,23 STREET,NW,11106,C1-4,40.763553,-73.928514,04/22/2017,05/23/2017,Astoria,4006566,4005670001,4007500,"(40.763553, -73.928514)"
bx-02-153487,Link5G_Ad,Live,153487,,Bronx,8,202,700 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,BRUCKNER BOULEVARD,NE,10455,C8-3,40.813436,-73.898846,07/09/2022,10/11/2022,Longwood,,2027290001,,"(40.813436, -73.898846)"
mn-11-107943,Link1.0,Live,107943,mn-11-107943,Manhattan,8,111,2166 3 AVENUE,EAST 118 STREET,EAST 119 STREET,NW,10035,C4-4D,40.799505,-73.939036,05/27/2016,06/15/2016,East Harlem North,1081471,1017670033,1018200,"(40.799505, -73.939036)"
mn-07-121203,Link1.0,Live,121203,mn-07-121203,Manhattan,6,107,222 AMSTERDAM AVENUE,WEST 70 STREET,WEST 69 STREET,SW,10023,C2-5,40.777227,-73.982777,07/19/2016,08/03/2016,Lincoln Square,1030348,1011580033,1015500,"(40.777227, -73.982777)"
mn-05-137879,Link1.0,Live,137879,mn-05-137879,Manhattan,3,105,96 5 AVENUE,EAST 15 STREET,EAST 14 STREET,SW,10011,C6-4M,40.736639,-73.993282,09/30/2017,04/04/2018,Hudson Yards-Chelsea-Flatiron-Union Square,1015292,1008160042,1005400,"(40.736639, -73.993282)"
bx-07-144372,Link1.0,Live,144372,bx-07-144372,Bronx,14,207,2338 LORING PLACE NORTH,WEST FORDHAM ROAD,WEST 183 STREET,SE,10468,C1-4,40.862685,-73.907548,04/07/2017,05/11/2017,Kingsbridge Heights,2014947,2032250108,2025500,"(40.862685, -73.907548)"
mn-09-111918,Link1.0,Live,111918,mn-09-111918,Manhattan,7,109,1626 AMSTERDAM AVENUE,WEST 140 STREET,WEST 141 STREET,NW,10031,C1-4,40.822268,-73.949906,02/04/2017,03/08/2017,Hamilton Heights,1061768,1020720030,1022500,"(40.822268, -73.949906)"
mn-05-121993,Link1.0,Live,121993,mn-05-121993,Manhattan,3,105,535 7 AVENUE,WEST 39 STREET,WEST 38 STREET,SE,10018,C5-3,40.753978,-73.988322,04/01/2017,06/14/2017,Midtown-Midtown South,1015265,1008140015,1011300,"(40.753978, -73.988322)"
mn-06-134852,Link1.0,Live,122406,mn-06-134852,Manhattan,2,106,170 EAST 33 STREET,3 AVENUE,LEXINGTON AVENUE,SW,10016,C6-4,40.745100,-73.978821,05/19/2018,01/17/2019,Hudson Yards-Chelsea-Flatiron-Union Square,1026906,1010700001,1011700,"(40.7451, -73.978821)"
qu-02-145787,Link1.0,Live,145787,LINK-018155,Queens,26,402,46-01 58 STREET,QUEENS BOULEVARD,47 AVENUE,SE,11377,C1-2,40.741434,-73.907534,03/11/2017,04/05/2017,Woodside,4454475,4023137501,4024500,"(40.741434, -73.907534)"
mn-04-123535,Link1.0,Live,123535,mn-04-123535,Manhattan,3,104,133 WEST 14 STREET,7 AVENUE,6 AVENUE,NE,10011,C6-2A,40.738074,-73.998319,10/16/2016,11/11/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1014523,1007907503,1008100,"(40.738074, -73.998319)"
mn-06-133896,Link1.0,Live,133896,mn-06-133896,Manhattan,2,106,141 3 AVENUE,EAST 15 STREET,EAST 14 STREET,SE,10003,R7B,40.733841,-73.986634,12/28/2015,01/19/2016,Gramercy,1019522,1008960048,1004800,"(40.733841, -73.986634)"
mn-07-137051,Link1.0,Live,137051,mn-07-137051,Manhattan,6,107,2239 BROADWAY,WEST 80 STREET,WEST 79 STREET,SW,10024,C4-6A,40.784423,-73.979796,02/26/2018,11/24/2020,Upper West Side,1032645,1012270054,1016700,"(40.784423, -73.979796)"
qu-01-133970,Link1.0,Live,133970,qu-01-133970,Queens,22,401,30-01 30 AVENUE,30 STREET,31 STREET,SE,11102,C4-2A,40.767307,-73.922111,10/19/2017,01/10/2018,Old Astoria,4007687,4005950009,4007100,"(40.767307, -73.922111)"
bx-04-146078,Link1.0,Live,146078,LINK-020557,Bronx,16,204,247 EAST 169 STREET,GRANT AVENUE,SHERIDAN AVENUE,NW,10456,C2-4,40.835734,-73.913960,04/19/2018,08/02/2018,East Concourse-Concourse Village,2000000,2028300072,2017902,"(40.835734, -73.91396)"
mn-07-121300,Link1.0,Live,121300,mn-07-121300,Manhattan,6,107,2255 BROADWAY,WEST 81 STREET,WEST 80 STREET,SW,10024,C4-6A,40.785135,-73.979246,10/14/2016,11/02/2016,Upper West Side,1032673,1012280057,1016700,"(40.785135, -73.979246)"
mn-03-123340,Link5G_Ad,Live,123340,SC90323,Manhattan,2,103,553 GRAND STREET,MADISON STREET,JACKSON STREET,SW,10002,C1-5,40.713961,-73.980202,01/19/2023,03/27/2023,Lower East Side,1003219,1002660065,,"(40.713961, -73.980202)"
qu-06-145845,Link1.0,Live,145845,LINK-006873,Queens,29,406,108-36 QUEENS BOULEVARD,71 ROAD,72 AVENUE,SE,11375,C4-5X,40.720671,-73.842845,05/20/2017,07/18/2017,Forest Hills,4078003,4032570001,4073700,"(40.720671, -73.842845)"
mn-05-122871,Link1.0,Live,122871,mn-05-122871,Manhattan,4,105,2 WEST 53 STREET,5 AVENUE,6 AVENUE,SW,10019,C5-3,40.760474,-73.976099,10/29/2016,10/20/2017,Midtown-Midtown South,1034520,1012687502,1010400,"(40.760474, -73.976099)"
qu-13-160006,Link5G_NonAd,Live,,,Queens,31,413,253-50 149 AVENUE,WELLER LANE,253 STREET,SW,11422,R3X,40.652922,-73.734555,02/16/2024,07/14/2025,Rosedale,4290116,4136550001,,"(40.6529215, -73.734555)"
mn-06-121538,Link1.0,Live,121538,mn-06-121538,Manhattan,4,106,300 EAST 45 STREET,2 AVENUE,1 AVENUE,MIDBLOCK,10017,C1-9,40.751632,-73.970657,11/04/2017,03/06/2018,Turtle Bay-East Midtown,1038762,1013370049,1009000,"(40.751632, -73.970657)"
mn-04-122470,Link1.0,Live,122470,mn-04-122470,Manhattan,6,104,829 10 AVENUE,WEST 55 STREET,WEST 54 STREET,SW,10019,C2-7,40.767790,-73.989659,09/23/2017,11/02/2017,Clinton,1081749,1010830035,1013500,"(40.76779, -73.989659)"
mn-09-136457,Link1.0,Live,136457,mn-09-136457,Manhattan,7,109,1780 AMSTERDAM AVENUE,WEST 149 STREET,WEST 148 STREET,NW,10031,C1-4,40.827305,-73.946226,03/15/2018,04/26/2018,Hamilton Heights,1062033,1020800030,1023300,"(40.827305, -73.946226)"
mn-02-123611,Link1.0,Live,123611,mn-02-123611,Manhattan,3,102,482 HUDSON STREET,GROVE STREET,BARROW STREET,SE,10014,C1-6,40.732308,-74.006415,11/05/2016,01/18/2017,West Village,1009852,1005850012,1007300,"(40.732308, -74.006415)"
mn-06-135647,Link1.0,Live,135647,mn-06-135647,Manhattan,2,106,465 2 AVENUE,EAST 26 STREET,EAST 27 STREET,NW,10016,C1-8A,40.739963,-73.979544,09/26/2017,11/15/2017,Murray Hill-Kips Bay,1019855,1009070025,1006600,"(40.739963, -73.979544)"
bk-04-127501,Link5G_Ad,Live,127501,14173,Brooklyn,37,304,160 WYCKOFF AVENUE,HARMAN STREET,HIMROD STREET,,11237,C1-3,40.702538,-73.916495,12/06/2022,03/16/2023,Bushwick North,3074548,3032700038,3044300,"(40.702538, -73.916495)"
mn-04-135877,Link1.0,Live,135877,mn-04-135877,Manhattan,3,104,850 10 AVENUE,WEST 56 STREET,WEST 55 STREET,SE,10019,C6-2,40.768262,-73.989043,09/23/2017,01/05/2018,Clinton,1026841,1010650001,1013900,"(40.768262, -73.989043)"
mn-04-140359,Link1.0,Live,LINK-010617,140359,Manhattan,3,104,279 11 AVENUE,WEST 28 STREET,WEST 27 STREET,SW,10001,M2-3,40.751969,-74.004912,05/26/2017,06/27/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1079184,1006730001,1009900,"(40.75196913, -74.00491217)"
mn-07-121100,Link1.0,Live,121100,mn-07-121100,Manhattan,6,107,674 AMSTERDAM AVENUE,WEST 92 STREET,WEST 93 STREET,SW,10025,C2-8,40.792035,-73.971979,12/01/2016,02/07/2017,Upper West Side,1033614,1012400036,1017900,"(40.792035, -73.971979)"
mn-06-121527,Link1.0,Live,121527,mn-06-121527,Manhattan,4,106,639 3 AVENUE,EAST 41 STREET,EAST 42 STREET,SE,10017,C5-3,40.750156,-73.974741,06/11/2016,07/01/2016,Turtle Bay-East Midtown,1037545,1013150001,1008800,"(40.750156, -73.974741)"
si-02-145825,Link1.0,Live,145825,LINK-018409,Staten Island,50,502,1755 RICHMOND ROAD,SEAVER AVENUE,DONGAN HILLS AVENUE,NW,10304,C1-2,40.587385,-74.103708,04/10/2017,05/25/2017,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5022931,5008870028,5018100,"(40.587385, -74.103708)"
mn-08-121023,Link1.0,Live,121023,mn-08-121023,Manhattan,5,108,1460 3 AVENUE,EAST 83 STREET,EAST 82 STREET,SW,10028,C1-9,40.776833,-73.955586,02/15/2016,03/30/2016,Upper East Side-Carnegie Hill,1047619,1015110033,1014000,"(40.776833, -73.955586)"
bk-18-127156,Link5G_Ad,Live,127156,,Brooklyn,46,318,6301 MILL LANE,MILL LANE,AVENUE N,NE,11234,C1-2,40.619010,-73.916210,10/24/2024,03/31/2025,Flatlands,3221457,3083850034,3068800,"(40.61901, -73.91621)"
mn-12-111868,Link1.0,Live,111868,mn-12-111868,Manhattan,10,112,1622 ST. NICHOLAS AVENUE,WEST 191 STREET,WEST 192 STREET,NE,10040,C1-4,40.855615,-73.928997,12/01/2017,02/20/2018,Washington Heights North,1063865,1021610009,1027700,"(40.855615, -73.928997)"
bk-03-108944,Link1.0,Live,108944,bk-03-108944,Brooklyn,36,303,846 BROADWAY,PARK AVENUE,ELLERY STREET,SW,11206,C4-4L,40.698956,-73.938932,04/10/2018,09/06/2018,Bushwick South,3251257,3015790034,3028501,"(40.698956, -73.938932)"
mn-05-122514,Link1.0,Live,122514,mn-05-122514,Manhattan,3,105,1785 BROADWAY,WEST 58 STREET,WEST 57 STREET,SW,10019,C5-3,40.767008,-73.981859,05/26/2017,07/20/2017,Midtown-Midtown South,1024900,1010297501,1013700,"(40.767008, -73.981859)"
bk-16-158984,Link1.0,Live,158984,,Brooklyn,41,316,177 BRISTOL STREET,SUTTER AVENUE,PITKIN AVENUE,NE,11212,C1-3,40.667012,-73.911924,07/12/2022,11/30/2022,Brownsville,3000000,3035200001,924,"(40.667012, -73.911924)"
mn-05-136857,Link1.0,Live,136857,mn-05-136857,Manhattan,4,105,660 LEXINGTON AVENUE,EAST 55 STREET,EAST 56 STREET,NW,10022,C5-2.5,40.759801,-73.970072,12/06/2017,05/08/2018,Turtle Bay-East Midtown,1036511,1013100014,1010000,"(40.759801, -73.970072)"
qu-01-146036,Link1.0,Live,146036,LINK-021018,Queens,22,401,41-19 31 AVENUE,42 STREET,41 STREET,NW,11103,C1-2,40.760686,-73.915570,12/15/2017,02/26/2018,Astoria,4011285,4006820001,4014900,"(40.760686, -73.91557)"
mn-06-121429,Link1.0,Live,121429,mn-06-121429,Manhattan,4,106,748 2 AVENUE,EAST 40 STREET,EAST 41 STREET,NE,10017,C1-9,40.748579,-73.972961,08/26/2017,12/05/2017,Turtle Bay-East Midtown,1038645,1013330001,1008800,"(40.748579, -73.972961)"
bx-05-119590,Link1.0,Live,119590,bx-05-119590,Bronx,14,205,104 EAST BURNSIDE AVENUE,MORRIS AVENUE,CRESTON AVENUE,SE,10453,C1-4,40.853043,-73.905552,06/09/2016,07/01/2016,Mount Hope,2007668,2028070056,2024100,"(40.853043, -73.905552)"
mn-06-138051,Link1.0,Live,138051,mn-06-138051,Manhattan,4,106,150 EAST 51 STREET,LEXINGTON AVENUE,3 AVENUE,SE,10022,C6-4.5,40.756790,-73.971263,03/19/2017,07/13/2017,Turtle Bay-East Midtown,1036458,1013057501,1010000,"(40.75679, -73.971263)"
qu-09-145883,Link1.0,Live,145883,LINK-021389,Queens,32,409,96-01 JAMAICA AVENUE,97 STREET,96 STREET,MIDBLOCK,11421,C1-4,40.694676,-73.848587,07/15/2017,08/09/2017,Woodhaven,4182667,4088920071,4002200,"(40.694676, -73.848587)"
bx-04-145687,Link1.0,Live,145687,LINK-005435,Bronx,8,204,1049 GERARD AVENUE,EAST 165 STREET,EAST 164 STREET,SW,10452,C1-4,40.831543,-73.922645,08/27/2016,01/17/2017,West Concourse,2002938,2024770015,2019500,"(40.831543, -73.922645)"
mn-04-115165,Link1.0,Live,115165,mn-04-115165,Manhattan,3,104,183 7 AVENUE,WEST 21 STREET,WEST 20 STREET,SE,10011,C2-5,40.742674,-73.996549,03/18/2018,05/11/2018,Hudson Yards-Chelsea-Flatiron-Union Square,1014761,1007960073,1008700,"(40.742674, -73.996549)"
mn-05-123662,Link1.0,Live,123662,mn-05-123662,Manhattan,3,105,179 WEST 26 STREET,7 AVENUE,6 AVENUE,NE,10001,M1-6,40.745968,-73.994039,11/23/2016,01/18/2017,Midtown-Midtown South,1015029,1008020001,1009500,"(40.745968, -73.994039)"
mn-05-107796,Link1.0,Live,107796,mn-05-107796,Manhattan,4,105,6 WEST 32 STREET,5 AVENUE,BROADWAY,SW,10001,C6-4,40.747391,-73.986183,01/21/2017,02/16/2018,Midtown-Midtown South,1015824,1008330049,1007600,"(40.747391, -73.986183)"
mn-05-121484,Link1.0,Live,121484,mn-05-121484,Manhattan,2,105,222 LEXINGTON AVENUE,EAST 33 STREET,EAST 34 STREET,NW,10016,C1-9,40.745863,-73.980233,05/12/2018,06/12/2018,Murray Hill-Kips Bay,1018492,1008890015,1007200,"(40.745863, -73.980233)"
mn-07-133634,Link1.0,Live,133634,mn-07-133634,Manhattan,6,107,2482 BROADWAY,WEST 92 STREET,WEST 93 STREET,NE,10025,C4-6A,40.792132,-73.973409,04/10/2018,05/31/2018,Upper West Side,1033612,1012400024,1017900,"(40.792132, -73.973409)"
mn-05-121798,Link1.0,Removed Pending Reinstall,121798,mn-05-121798,Manhattan,4,105,133 EAST 55 STREET,LEXINGTON AVENUE,PARK AVENUE,NW,10022,C5-2.5,40.759807,-73.970369,01/28/2017,03/23/2017,Turtle Bay-East Midtown,1036511,1013100014,1010000,"(40.759807, -73.970369)"
mn-06-121790,Link1.0,Live,121790,mn-06-121790,Manhattan,4,106,300 EAST 48 STREET,2 AVENUE,1 AVENUE,SE,10017,C1-9,40.753496,-73.969261,11/14/2017,02/16/2018,Turtle Bay-East Midtown,1038905,1013400001,1009000,"(40.753496, -73.969261)"
qu-10-138067,Link5G_Ad,Live,138067,,Queens,32,410,105-40 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,ROSITA PLACE,SW,11417,C2-3,40.678416,-73.833121,09/25/2024,04/22/2025,South Ozone Park,4247806,4114800064,4086400,"(40.6784155, -73.833121)"
qu-12-159192,Link5G_Ad,Live,,,Queens,27,412,168-11 DOUGLAS AVENUE,DOUGLAS AVENUE,93rd AVENUE,NE,11433,M1-1,40.703764,-73.790833,02/27/2023,09/12/2023,Jamaica,4533758,4102170048,,"(40.703764, -73.790833)"
mn-08-121048,Link1.0,Live,121048,mn-08-121048,Manhattan,4,108,26 EAST 84 STREET,MADISON AVENUE,5 AVENUE,SW,10028,C5-1,40.779561,-73.959954,04/10/2018,11/24/2020,Upper East Side-Carnegie Hill,1046790,1014950057,1014200,"(40.779561, -73.959954)"
bx-07-119754,Link1.0,Live,119754,LINK-012989,Bronx,11,207,29 BEDFORD PARK BOULEVARD EAST,BEDFORD PARK BOULEVARD,EAST 204TH STREET,NW,10468,C1-3,40.873010,-73.888541,11/29/2021,04/15/2022,Bedford Park-Fordham North,2017642,2033210067,2041100,"(40.87301, -73.888541)"
qu-03-143455,Link1.0,Live,143455,qu-03-143455,Queens,21,403,81-02 37 AVENUE,81 STREET,82 STREET,SE,11372,C4-3,40.749606,-73.885072,08/19/2017,11/08/2017,Jackson Heights,4030009,4012920001,4028300,"(40.749606, -73.885072)"
qu-12-155281,Link1.0,Live,155281,,Queens,27,412,136-09 FARMERS BOULEVARD,FARMERS BLVD,136TH AVE,SW,11434,C1-3,40.674640,-73.763428,08/30/2022,12/14/2022,Springfield Gardens North,,4130220065,,"(40.67464, -73.763428)"
bx-01-145842,Link1.0,Live,145842,LINK-018223,Bronx,8,201,261 WALTON AVENUE,EAST 140 STREET,EAST 138 STREET,MIDBLOCK,10451,M1-4/R6A,40.814310,-73.930217,05/10/2017,06/28/2017,West Concourse,2001024,2023440060,2006300,"(40.81431, -73.930217)"
mn-07-109544,Link1.0,Live,109544,mn-07-109544,Manhattan,6,107,2150 BROADWAY,WEST 76 STREET,WEST 75 STREET,SE,10023,C4-6A,40.781474,-73.980961,04/06/2016,05/26/2016,Upper West Side,1088786,1011677502,1016300,"(40.781474, -73.980961)"
qu-03-139617,Link1.0,Live,139617,qu-03-139617,Queens,21,403,37-65 95 STREET,ROOSEVELT AVENUE,37 AVENUE,NE,11372,C2-4,40.749090,-73.871817,10/19/2017,02/21/2018,Jackson Heights,4036632,4014830058,4027300,"(40.74909, -73.871817)"
mn-07-134421,Link1.0,Live,134421,mn-07-134421,Manhattan,6,107,2697 BROADWAY,WEST 103 STREET,WEST 102 STREET,SW,10025,C1-5,40.799042,-73.968809,09/10/2017,11/03/2017,Upper West Side,1056548,1018740052,1019100,"(40.799042, -73.968809)"
mn-07-134640,Link1.0,Live,134640,mn-07-134640,Manhattan,6,107,574 COLUMBUS AVENUE,WEST 88 STREET,WEST 87 STREET,SW,10024,C1-9,40.787698,-73.971413,02/26/2018,04/30/2018,Upper West Side,1032247,1012180036,1017300,"(40.787698, -73.971413)"
mn-03-123367,Link1.0,Live,123367,mn-03-123367,Manhattan,1,103,84 DELANCEY STREET,ORCHARD STREET,ALLEN STREET,NW,10002,C6-2A,40.719215,-73.989850,11/14/2016,12/28/2016,Chinatown,1005508,1004150078,1001800,"(40.719215, -73.98985)"
mn-07-120535,Link1.0,Live,120535,mn-07-120535,Manhattan,7,107,856 AMSTERDAM AVENUE,WEST 102 STREET,WEST 101 STREET,SW,10025,C1-5,40.797826,-73.967748,08/01/2016,10/10/2016,Upper West Side,1056513,1018730036,1018700,"(40.797826, -73.967748)"
bx-05-119635,Link1.0,Live,119635,LINK-013190,Bronx,15,205,300 EAST FORDHAM ROAD,E FORDHAM RD,E 188TH ST,SE,10458,C4-4,40.861905,-73.894827,02/16/2022,05/02/2022,Bedford Park-Fordham North,2011004,2030230015,2039902,"(40.861905, -73.894827)"
mn-10-134578,Link1.0,Live,134578,mn-10-134578,Manhattan,9,110,2380 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 139 STREET,WEST 140 STREET,NW,10030,C1-4,40.818029,-73.941924,08/13/2017,09/15/2017,Central Harlem North-Polo Grounds,1060371,1020250029,1023000,"(40.818029, -73.941924)"
mn-05-134168,Link1.0,Live,134168,mn-05-134168,Manhattan,4,105,600 MADISON AVENUE,EAST 57 STREET,EAST 58 STREET,NW,10022,C5-3,40.762906,-73.972030,04/30/2017,06/07/2017,Midtown-Midtown South,1036060,1012930016,1011202,"(40.762906, -73.97203)"
mn-08-135076,Link1.0,Live,135076,mn-08-135076,Manhattan,5,108,1126 1 AVENUE,EAST 62 STREET,EAST 61 STREET,SE,10065,C8-4,40.761267,-73.960620,04/04/2018,06/07/2018,Lenox Hill-Roosevelt Island,1045288,1014560046,1010602,"(40.761267, -73.96062)"
mn-10-137182,Link1.0,Live,137182,mn-10-137182,Manhattan,9,110,2321 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 137 STREET,WEST 136 STREET,SE,10030,C1-4,40.816446,-73.942649,10/29/2016,01/11/2017,Central Harlem North-Polo Grounds,1058309,1019210001,1022800,"(40.816446, -73.942649)"
mn-03-137104,Link1.0,Live,137104,mn-03-137104,Manhattan,2,103,66 3 AVENUE,EAST 11 STREET,EAST 12 STREET,NW,10003,C6-2A,40.731570,-73.988579,07/29/2017,08/31/2017,East Village,1008982,1005560065,1004200,"(40.73157, -73.988579)"
mn-08-134742,Link1.0,Live,134742,mn-08-134742,Manhattan,4,108,1330 3 AVENUE,EAST 76 STREET,EAST 77 STREET,NW,10021,C1-9,40.772477,-73.958767,03/05/2016,03/24/2016,Upper East Side-Carnegie Hill,1043176,1014110033,1012800,"(40.772477, -73.958767)"
mn-11-120250,Link1.0,Live,120250,mn-11-120250,Manhattan,8,111,145 EAST 116 STREET,LEXINGTON AVENUE,3 AVENUE,NE,10035,C1-4,40.798646,-73.941422,12/18/2016,06/21/2017,East Harlem North,1052323,1016440121,1018200,"(40.798646, -73.941422)"
