Site ID,Planned Kiosk Type,Installation Status,PPT ID,Legacy ID,Borough,Council District,Community Board,Street Address,Cross Street 1,Cross Street 2,IxN Corner,Postcode,Zoning,Latitude,Longitude,Installation Complete,Activation Complete,Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Location
mn-07-134709,Link5G_Ad,Live,134709,mn-07-134709,Manhattan,6,107,715 COLUMBUS AVENUE,WEST 94 STREET,WEST 95 STREET,MIDBLOCK,10025,C1-9,40.791763,-73.968190,02/21/2025,05/29/2025,Upper West Side,1079519,1012080001,1018100,"(40.791763, -73.96819)"
mn-04-134867,Link1.0,Live,134867,mn-04-134867,Manhattan,3,104,769 10 AVENUE,WEST 52 STREET,WEST 51 STREET,SW,10019,C6-3,40.765875,-73.991057,09/23/2017,02/23/2018,Clinton,1088274,1010800028,1013500,"(40.765875, -73.991057)"
mn-05-107819,Link1.0,Live,107819,mn-05-107819,Manhattan,3,105,740 8 AVENUE,8 AVENUE,BROADWAY,SE,10036,C6-4,40.759670,-73.987786,03/12/2016,04/06/2016,Midtown-Midtown South,1024730,1010170061,1011900,"(40.75967, -73.987786)"
mn-07-137400,Link1.0,Live,137400,mn-07-137400,Manhattan,6,107,130 WEST 68 STREET,COLUMBUS AVENUE,BROADWAY,SW,10023,C4-7,40.774970,-73.981079,10/22/2016,11/23/2016,Lincoln Square,1084564,1011397503,1015300,"(40.77497, -73.981079)"
qu-06-124242,Link1.0,Live,124242,15064,Queens,29,406,108-29 ASCAN AVENUE,Austin Street,Burns Street,SW,11375,C2-3,40.718236,-73.840748,12/11/2023,01/17/2024,Forest Hills,4077932,4032550067,,"(40.718236, -73.840748)"
bk-08-145935,Link1.0,Live,145935,LINK-021687,Brooklyn,35,308,2 UNDERHILL AVENUE,PACIFIC STREET,BEND,NE,11238,M1-1,40.680888,-73.964668,09/23/2017,04/10/2018,Prospect Heights,3027474,3011220032,3020300,"(40.680888, -73.964668)"
bk-16-156770,Link1.0,Live,,,Brooklyn,41,316,1146 EAST NEW YORK AVENUE,E 98TH STREET,PORTAL STREET,SE,11212,C8-2,40.666393,-73.924173,11/23/2022,02/03/2023,Brownsville,3080779,3035080012,900,"(40.666393, -73.924173)"
qu-14-160075,Link5G_NonAd,Live,,,Queens,31,414,ACROSS FROM 25-19 WESTBOURNE AVENUE,261ST STREET,262ND STREET,,11691,,40.607550,-73.764750,09/16/2024,02/05/2025,Far Rockaway-Bayswater,4458193,4155290143,,"(40.60755, -73.76475)"
mn-06-135879,Link1.0,Live,135879,mn-06-135879,Manhattan,4,106,900 3 AVENUE,EAST 54 STREET,EAST 55 STREET,NW,10022,C6-6,40.758548,-73.968951,02/15/2016,04/15/2016,Turtle Bay-East Midtown,1081162,1013090032,1010000,"(40.758548, -73.968951)"
mn-10-120042,Link1.0,Live,120042,mn-10-120042,Manhattan,9,110,2013 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 121 STREET,WEST 120 STREET,SE,10027,C2-4,40.806249,-73.950095,10/15/2016,01/11/2017,Central Harlem South,1057660,1019050063,1022000,"(40.806249, -73.950095)"
bk-16-158755,Link5G_Ad,Live,158755,,Brooklyn,41,316,1525 PITKIN AVENUE,PITKIN AVENUE,SUTTER AVENUE,NE,11212,C1-3,40.668901,-73.917267,08/04/2022,09/23/2022,Brownsville,3080899,3035120050,900,"(40.668901, -73.917267)"
mn-09-120493,Link1.0,Live,120493,mn-09-120493,Manhattan,9,109,380 WEST 125 STREET,MORNINGSIDE AVENUE,ST NICHOLAS AVENUE,SE,10027,C4-4D,40.811205,-73.953849,04/07/2018,08/30/2018,Morningside Heights,1087468,1019510004,1020901,"(40.811205, -73.953849)"
qu-03-125399,Link1.0,Live,125399,qu-03-125399,Queens,25,403,85-10 NORTHERN BOULEVARD,86 STREET,85 STREET,SW,11372,C1-2,40.755835,-73.881778,04/28/2018,06/28/2018,Jackson Heights,4035201,4014330003,4028100,"(40.755835, -73.881778)"
mn-12-120328,Link1.0,Live,120328,LINK-004663,Manhattan,7,112,3900 BROADWAY,WEST 163 STREET,WEST 164 STREET,NE,10032,C1-4,40.837834,-73.941903,02/14/2022,04/18/2022,Washington Heights South,1062924,1021220058,1024500,"(40.837834, -73.941903)"
mn-06-121820,Link1.0,Live,121820,mn-06-121820,Manhattan,4,106,160 EAST 50 STREET,3 AVENUE,LEXINGTON AVENUE,SW,10022,C6-6,40.755877,-73.971030,05/14/2016,06/24/2016,Turtle Bay-East Midtown,1036446,1013040033,1010000,"(40.755877, -73.97103)"
mn-08-138320,Link1.0,Live,138320,mn-08-138320,Manhattan,4,108,165 EAST 66 STREET,3 AVENUE,LEXINGTON AVENUE,NW,10065,C1-9,40.766060,-73.963554,07/29/2017,10/16/2017,Upper East Side-Carnegie Hill,1042464,1014010033,1012000,"(40.76606, -73.963554)"
mn-09-120352,Link1.0,Live,120352,mn-09-120352,Manhattan,7,109,3601 BROADWAY,WEST 148 STREET,WEST 149 STREET,NW,10031,C1-4,40.828542,-73.949132,07/20/2016,08/03/2016,Hamilton Heights,1062436,1020950029,1023300,"(40.828542, -73.949132)"
bx-01-118956,Link1.0,Live,118956,bx-01-118956,Bronx,17,201,2882 3 AVENUE,WESTCHESTER AVENUE,EAST 151 STREET,NE,10455,C4-4,40.816679,-73.916483,10/22/2016,12/22/2016,Melrose South-Mott Haven North,2001159,2023620001,2007100,"(40.816679, -73.916483)"
mn-11-120221,Link1.0,Live,120221,mn-11-120221,Manhattan,8,111,1966 3 AVENUE,EAST 108 STREET,EAST 109 STREET,NW,10029,C1-5,40.793009,-73.943784,02/27/2016,03/22/2016,East Harlem South,1052113,1016360033,1017200,"(40.793009, -73.943784)"
qu-09-145984,Link1.0,Live,145984,LINK-021385,Queens,32,409,91-03 JAMAICA AVENUE,91 STREET,92 STREET,NE,11421,C1-4,40.693166,-73.853678,10/14/2017,03/29/2018,Woodhaven,4585192,4088700066,4001400,"(40.693166, -73.853678)"
qu-06-145767,Link1.0,Removed Pending Reinstall,145767,LINK-018046,Queens,29,406,98-22 QUEENS BOULEVARD,65 ROAD,66 AVENUE,SE,11374,C1-2,40.728067,-73.857446,03/04/2017,04/05/2017,Forest Hills,4072160,4030860018,4071306,"(40.728067, -73.857446)"
mn-05-121491,Link1.0,Live,121491,mn-05-121491,Manhattan,2,105,68 LEXINGTON AVENUE,EAST 25 STREET,EAST 26 STREET,NW,10010,C6-2A,40.741012,-73.983767,04/01/2017,05/26/2017,Gramercy,1018103,1008810006,1006800,"(40.741012, -73.983767)"
mn-06-136356,Link1.0,Live,136356,mn-06-136356,Manhattan,5,106,1001 1 AVENUE,EAST 55 STREET,EAST 54 STREET,NW,10022,C1-5,40.756944,-73.964070,10/20/2017,03/08/2018,Turtle Bay-East Midtown,1039951,1013470030,1010800,"(40.756944, -73.96407)"
mn-10-142515,Link1.0,Live,142515,mn-10-142515,Manhattan,9,110,2001 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 120 STREET,WEST 121 STREET,NE,10027,C2-4,40.805827,-73.950407,07/29/2017,09/12/2017,Central Harlem South,1057606,1019050001,1022000,"(40.805827, -73.950407)"
si-02-145737,Link1.0,Live,145737,LINK-018384,Staten Island,50,502,2361 HYLAN BOULEVARD,OTIS AVENUE,BRYANT AVENUE,NW,10306,C1-2,40.573466,-74.106917,02/19/2017,02/28/2017,New Dorp-Midland Beach,5052769,5036440001,5012200,"(40.573466, -74.106917)"
bk-01-109262,Link1.0,Live,109262,bk-01-109262,Brooklyn,34,301,101 GRAHAM AVENUE,MCKIBBIN STREET,SEIGEL STREET,SW,11206,C1-3,40.705060,-73.942918,04/28/2017,05/23/2017,East Williamsburg,3325892,3030880015,3049100,"(40.70506, -73.942918)"
qu-01-145946,Link1.0,Live,145946,LINK-019782,Queens,26,401,30-25 NORTHERN BOULEVARD,40 AVENUE,40 ROAD,NE,11101,M1-3/R7X,40.751498,-73.934157,09/16/2017,01/09/2018,Queensbridge-Ravenswood-Long Island City,4000000,4004020001,4003100,"(40.751498, -73.934157)"
mn-05-135179,Link1.0,Live,135179,mn-05-135179,Manhattan,3,105,450 7 AVENUE,WEST 34 STREET,WEST 35 STREET,NW,10001,C6-4,40.751224,-73.990592,05/12/2018,01/17/2019,Midtown-Midtown South,1014408,1007840041,1010900,"(40.751224, -73.990592)"
mn-07-121335,Link1.0,Live,121335,mn-07-121335,Manhattan,6,107,2040 BROADWAY,WEST 70 STREET,WEST 71 STREET,NE,10023,C4-6A,40.777137,-73.981904,04/19/2016,07/19/2016,Lincoln Square,1029749,1011427502,1015700,"(40.777137, -73.981904)"
bx-07-108745,Link1.0,Live,108745,LINK-010438,Bronx,11,207,3037 WEBSTER AVENUE,EAST MOSHOLU PARKWAY NORTH,EAST 202 STREET,MIDBLOCK,10467,C2-4,40.869906,-73.879279,12/10/2021,06/23/2022,Norwood,2017907,2033310080,2042500,"(40.869906, -73.879279)"
bk-04-150039,Link1.0,Live,150039,,Brooklyn,34,304,544 BUSHWICK AVENUE,BEAVER STREET,NOLL STREET,MIDBLOCK,11206,C2-4,40.699475,-73.935843,06/13/2022,10/25/2022,Bushwick South,3000000,3031370001,389,"(40.699475, -73.935843)"
mn-03-137425,Link5G_Ad,Live,137425,1355,Manhattan,1,103,90 EAST BROADWAY,EAST BROADWAY,DIVISION STREET,E,10002,C6-1G,40.713920,-73.993860,02/08/2024,04/09/2024,Chinatown,1003542,1002820032,1000800,"(40.71392, -73.99386)"
bk-12-126950,Link1.0,Live,126950,14145,Brooklyn,44,312,5022 12TH AVENUE,12TH AVENUE,11TH AVENUE,,11219,C1-3,40.635370,-73.995600,12/08/2022,02/08/2023,Borough Park,3137679,3056400044,3022000,"(40.63537, -73.9956)"
mn-11-143675,Link1.0,Live,143675,mn-11-143675,Manhattan,8,111,2292 3 AVENUE,EAST 125 STREET,EAST 124 STREET,SW,10035,C4-4D,40.803516,-73.936107,03/02/2016,03/22/2016,East Harlem North,1087605,1017730020,1019600,"(40.803516, -73.936107)"
qu-03-155735,Link5G_Ad,Live,,LINK-020945,Queens,25,403,87-10 NORTHERN BOULEVARD,Northern Boulevard,34th Avenue,SW,11372,C1-2,40.755964,-73.879821,04/13/2023,07/24/2023,Jackson Heights,,4014350001,,"(40.755964, -73.879821)"
mn-07-120401,Link1.0,Live,120401,mn-07-120401,Manhattan,7,107,2800 BROADWAY,WEST 108 STREET,WEST 109 STREET,NE,10025,C1-5,40.802957,-73.967371,06/11/2016,07/20/2016,Morningside Heights,1056673,1018800001,1019500,"(40.802957, -73.967371)"
bx-02-158315,Link1.0,Live,,,Bronx,17,202,1251 REV JAMES POLITE AVE,E 169TH STREET,HOME STREET,SW,10459,C2-4,40.828674,-73.896554,02/22/2023,04/13/2023,Morrisania-Melrose,,2026940024,,"(40.828674, -73.896554)"
mn-07-134642,Link1.0,Live,134642,mn-07-134642,Manhattan,6,107,614 COLUMBUS AVENUE,WEST 89 STREET,WEST 90 STREET,SW,10024,C1-9,40.788986,-73.970482,02/26/2018,05/21/2018,Upper West Side,1032439,1012200029,1017300,"(40.788986, -73.970482)"
mn-05-135659,Link1.0,Live,135659,mn-05-135659,Manhattan,2,105,455 PARK AVENUE SOUTH,EAST 31 STREET,EAST 30 STREET,SE,10016,C6-4A,40.744984,-73.982723,04/14/2018,02/04/2019,Murray Hill-Kips Bay,1018348,1008860088,1007200,"(40.744984, -73.982723)"
bx-06-101312,Link1.0,Live,101312,bx-06-101312,Bronx,17,206,1917 SOUTHERN BOULEVARD,ELSMERE PLACE,FAIRMOUNT PLACE,SW,10460,C1-4,40.841834,-73.885974,05/17/2018,07/12/2018,East Tremont,2010153,2029600039,2036502,"(40.841834, -73.885974)"
mn-04-123359,Link1.0,Live,123359,mn-04-123359,Manhattan,3,104,245 7 AVENUE,WEST 24 STREET,WEST 25 STREET,NE,10001,C6-3X,40.744815,-73.994986,04/07/2018,07/06/2018,Hudson Yards-Chelsea-Flatiron-Union Square,1085464,1008007501,1009100,"(40.744815, -73.994986)"
mn-02-122267,Link1.0,Live,122267,mn-02-122267,Manhattan,3,102,70 WEST 13 STREET,6 AVENUE,5 AVENUE,SE,10011,C6-2,40.736540,-73.997156,03/19/2018,08/01/2018,West Village,1080145,1005760010,1006300,"(40.73654, -73.997156)"
qu-12-152196,Link1.0,Live,,,Queens,24,412,160-10 89 AVENUE,89TH AVENUE,90TH AVENUE,SW,11432,C4-5X,40.706233,-73.799947,09/24/2022,05/25/2023,Jamaica,,4097580021,446.01,"(40.706233, -73.799947)"
qu-02-145849,Link1.0,Live,145849,LINK-018147,Queens,30,402,69-02 QUEENS BOULEVARD,69 STREET,70 STREET,MIDBLOCK,11377,C2-3,40.739922,-73.895296,06/03/2017,10/06/2017,Elmhurst-Maspeth,4056320,4024320009,4048900,"(40.739922, -73.895296)"
mn-10-134604,Link1.0,Live,134604,mn-10-134604,Manhattan,9,110,2022 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 121 STREET,WEST 122 STREET,NW,10027,C2-4,40.806630,-73.950256,07/19/2017,09/12/2017,Central Harlem South,1058513,1019270029,1022000,"(40.80663, -73.950256)"
mn-04-107977,Link1.0,Live,107977,mn-04-107977,Manhattan,3,104,221 8 AVENUE,WEST 21 STREET,WEST 22 STREET,NW,10011,C1-6A,40.744260,-73.999398,03/16/2016,04/06/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1087948,1007457503,1008900,"(40.74426, -73.999398)"
bk-16-145930,Link1.0,Live,145930,LINK-021933,Brooklyn,37,316,41 SACKMAN STREET,FULTON STREET,HERKIMER STREET,SE,11233,M1-4/R7D,40.677845,-73.905901,09/17/2017,01/05/2018,Ocean Hill,3042307,3015540001,3036700,"(40.677845, -73.905901)"
mn-04-134553,Link1.0,Live,134553,mn-04-134553,Manhattan,3,104,180 7 AVENUE,WEST 21 STREET,WEST 20 STREET,SW,10011,C2-5,40.742700,-73.996800,08/19/2017,02/28/2018,Hudson Yards-Chelsea-Flatiron-Union Square,1014037,1007700041,1008700,"(40.7427, -73.9968)"
mn-08-119822,Link1.0,Live,119822,mn-08-119822,Manhattan,5,108,1585 3 AVENUE,EAST 89 STREET,EAST 90 STREET,NE,10128,C1-9,40.780782,-73.952400,03/19/2016,03/28/2016,Yorkville,1048874,1015350001,1015400,"(40.780782, -73.9524)"
bk-08-126832,Link1.0,Live,126832,bk-08-126832,Brooklyn,35,308,777 NOSTRAND AVENUE,LINCOLN PLACE,EASTERN PARKWAY,SE,11216,C2-4,40.670647,-73.950352,02/03/2017,02/23/2017,Crown Heights North,3032653,3012620004,3031702,"(40.670647, -73.950352)"
mn-03-137173,Link1.0,Live,137173,mn-03-137173,Manhattan,1,103,145 ORCHARD STREET,RIVINGTON STREET,STANTON STREET,NW,10002,C4-4A,40.720486,-73.989083,11/17/2016,12/28/2016,Chinatown,1005535,1004160068,1003001,"(40.720486, -73.989083)"
mn-09-120412,Link1.0,Live,120412,mn-09-120412,Manhattan,7,109,3300 BROADWAY,WEST 133 STREET,WEST 134 STREET,NE,10031,C6-2,40.818813,-73.955796,04/07/2017,06/14/2017,Manhattanville,1059728,1019870001,1021900,"(40.818813, -73.955796)"
mn-06-134561,Link1.0,Live,134561,mn-06-134561,Manhattan,2,106,416 3 AVENUE,EAST 30 STREET,EAST 29 STREET,SW,10016,C2-8,40.743035,-73.980242,06/30/2017,10/06/2017,Murray Hill-Kips Bay,1018263,1008850042,1007200,"(40.743035, -73.980242)"
mn-05-134185,Link1.0,Live,134185,mn-05-134185,Manhattan,3,105,1595 BROADWAY,WEST 48 STREET,WEST 49 STREET,NW,10019,C6-7T,40.760266,-73.984857,05/14/2016,07/18/2016,Midtown-Midtown South,1076195,1010200046,1012500,"(40.760266, -73.984857)"
mn-07-121208,Link1.0,Live,121208,mn-07-121208,Manhattan,6,107,376 AMSTERDAM AVENUE,WEST 77 STREET,WEST 78 STREET,SW,10024,C2-7A,40.782410,-73.979000,02/17/2018,09/14/2020,Upper West Side,1030888,1011697501,1016300,"(40.78241, -73.979)"
mn-09-146052,Link1.0,Live,146052,LINK-018189,Manhattan,9,109,499 WEST 135 STREET,AMSTERDAM AVENUE,CONVENT AVENUE,MIDBLOCK,10031,C1-4,40.818868,-73.951870,02/03/2018,05/21/2018,Manhattanville,1084081,1019570200,1021703,"(40.818868, -73.95187)"
mn-10-119884,Link1.0,Live,119884,mn-10-119884,Manhattan,9,110,2454 FREDERICK DOUGLASS BOULEVARD,WEST 132 STREET,WEST 131 STREET,SE,10027,C1-4,40.814447,-73.947920,05/02/2018,11/06/2020,Central Harlem North-Polo Grounds,1058687,1019370001,1022600,"(40.814447, -73.94792)"
bk-01-126657,Link1.0,Live,126657,bk-01-126657,Brooklyn,34,301,46 GRAHAM AVENUE,COOK STREET,DEBEVOISE STREET,SE,11206,C4-3,40.702247,-73.942287,07/01/2017,08/02/2017,East Williamsburg,3071613,3031200008,3049100,"(40.702247, -73.942287)"
bk-16-160032,Link5G_NonAd,Live,,,Brooklyn,41,316,656 HOWARD AVENUE,SUTTER AVENUE,EAST NEW YORK AVENUE,NW,11212,C1-3,40.665897,-73.919608,04/02/2024,06/13/2024,Brownsville,3080885,3035110072,,"(40.6658969, -73.9196083)"
qu-01-125163,Link1.0,Live,125163,qu-01-125163,Queens,22,401,33-10 ASTORIA BOULEVARD SOUTH,33 STREET,34 STREET,SE,11103,C4-3,40.769707,-73.916673,03/09/2018,06/12/2018,Astoria,4009294,4006310026,4006501,"(40.769707, -73.916673)"
mn-06-136682,Link1.0,Live,136682,mn-06-136682,Manhattan,4,106,828 2 AVENUE,EAST 44 STREET,EAST 45 STREET,NE,10017,C1-9,40.751188,-73.971061,01/27/2018,04/18/2018,Turtle Bay-East Midtown,1076275,1013370001,1009000,"(40.751188, -73.971061)"
qu-02-145785,Link1.0,Live,145785,LINK-018203,Queens,26,402,2116 JACKSON AVENUE,46 ROAD,ARCH STREET,SW,11101,M1-5/R7X,40.744921,-73.947663,03/11/2017,03/29/2017,Hunters Point-Sunnyside-West Maspeth,4000543,4000720001,4001900,"(40.744921, -73.947663)"
mn-09-120359,Link1.0,Live,120359,mn-09-120359,Manhattan,7,109,600 WEST 142 STREET,BROADWAY,RIVERSIDE DRIVE,SW,10031,C1-4,40.824578,-73.952134,07/08/2016,07/20/2016,Hamilton Heights,1062331,1020880098,1022500,"(40.824578, -73.952134)"
mn-12-134789,Link1.0,Live,134789,mn-12-134789,Manhattan,10,112,1341 ST. NICHOLAS AVENUE,WEST 177 STREET,WEST 178 STREET,NW,10033,C1-4,40.846875,-73.935653,12/06/2017,10/14/2020,Washington Heights South,1063551,1021440045,1026300,"(40.846875, -73.935653)"
mn-12-111803,Link1.0,Live,111803,mn-12-111803,Manhattan,7,112,2002 AMSTERDAM AVENUE,WEST 159 STREET,WEST 160 STREET,NW,10032,C1-4,40.834245,-73.941159,07/15/2016,07/21/2016,Washington Heights South,1062798,1021180042,1024500,"(40.834245, -73.941159)"
bx-04-113552,Link1.0,Live,113552,bx-04-113552,Bronx,8,204,875 GERARD AVENUE,EAST 161 STREET,EAST 162 STREET,NW,10452,C1-4,40.827825,-73.924833,07/01/2016,07/15/2016,West Concourse,2002991,2024840035,2019500,"(40.827825, -73.924833)"
bx-04-101603,Link1.0,Live,101603,SC90353,Bronx,8,204,895 WALTON AVENUE,EAST 161 STREET,EAST 164 STREET,NW,10452,C1-4,40.827655,-73.923906,02/18/2017,05/11/2017,West Concourse,2002919,2024760057,2019500,"(40.827655, -73.923906)"
bk-01-146091,Link1.0,Live,146091,LINK-021157,Brooklyn,34,301,178 BROADWAY,DRIGGS AVENUE,BEDFORD AVENUE,SW,11211,C4-3,40.709900,-73.962440,06/05/2018,01/29/2019,North Side-South Side,3335296,3021320021,3054900,"(40.7099, -73.96244)"
mn-12-120796,Link1.0,Live,120796,mn-12-120796,Manhattan,10,112,4100 BROADWAY,WEST 173 STREET,WEST 172 STREET,SE,10032,C1-4,40.844493,-73.938788,03/19/2018,02/25/2019,Washington Heights South,1063464,1021410033,1025300,"(40.844493, -73.938788)"
mn-07-120285,Link1.0,Live,120285,mn-07-120285,Manhattan,6,107,2617 BROADWAY,WEST 99 STREET,WEST 98 STREET,SW,10025,C1-5,40.796566,-73.970619,10/03/2016,11/02/2016,Upper West Side,1056410,1018700052,1018700,"(40.796566, -73.970619)"
qu-02-124952,Link1.0,Live,124952,qu-02-124952,Queens,26,402,32-44 QUEENS BOULEVARD,33 STREET,32 PLACE,SW,11101,M1-4,40.744450,-73.931875,11/05/2016,02/02/2017,Hunters Point-Sunnyside-West Maspeth,4003441,4002480036,4017900,"(40.74445, -73.931875)"
mn-08-119832,Link1.0,Live,119832,mn-08-119832,Manhattan,5,108,1644 3 AVENUE,EAST 92 STREET,EAST 93 STREET,NW,10128,C1-9,40.782766,-73.951257,02/22/2016,03/23/2016,Upper East Side-Carnegie Hill,1048352,1015210033,1015801,"(40.782766, -73.951257)"
mn-02-123612,Link1.0,Live,123612,mn-02-123612,Manhattan,3,102,87 BARROW STREET,HUDSON STREET,COMMERCE STREET,SE,10014,C1-6,40.731593,-74.006408,02/18/2017,04/14/2017,West Village,1077816,1005847501,1006700,"(40.731593, -74.006408)"
bk-02-143595,Link5G_Ad,Live,143595,SC90727,Brooklyn,35,302,403 MYRTLE AVENUE,MYRTLE AVENUE,PARK AVENUE,NE,11205,C2-4,40.693309,-73.969788,10/11/2022,04/10/2023,Fort Greene,3054298,2018870102,,"(40.693309, -73.969788)"
mn-03-108269,Link1.0,Live,108269,mn-03-108269,Manhattan,2,103,145 1 AVENUE,EAST 9 STREET,ST MARKS PLACE,SW,10003,C1-5,40.728126,-73.985083,04/02/2017,06/05/2017,East Village,1079781,1004500029,1003800,"(40.728126, -73.985083)"
bk-05-145941,Link1.0,Live,145941,LINK-021921,Brooklyn,37,305,3386 FULTON STREET,CRESCENT STREET,HEMLOCK STREET,MIDBLOCK,11208,C1-2,40.684061,-73.870537,09/29/2017,11/21/2017,Cypress Hills-City Line,3327234,3041480037,3118400,"(40.684061, -73.870537)"
qu-01-145954,Link1.0,Live,145954,LINK-020932,Queens,26,401,43-40 NORTHERN BOULEVARD,44 STREET,45 STREET,MIDBLOCK,11101,M1-1,40.753641,-73.918402,09/30/2017,11/07/2017,Hunters Point-Sunnyside-West Maspeth,4441943,4001430500,4017100,"(40.753641, -73.918402)"
qu-04-145898,Link1.0,Live,145898,LINK-019897,Queens,25,404,84-43 CORONA AVENUE,51 AVENUE,BROADWAY,NW,11373,C1-4,40.739332,-73.878130,08/05/2017,09/07/2017,Elmhurst-Maspeth,4038727,4015460037,4048500,"(40.739332, -73.87813)"
mn-01-137333,Link1.0,Live,137333,mn-01-137333,Manhattan,1,101,80 LAFAYETTE STREET,WHITE STREET,FRANKLIN STREET,SW,10013,C6-4A,40.717241,-74.001739,07/13/2016,07/21/2016,SoHo-TriBeCa-Civic Center-Little Italy,1001870,1001720020,1003100,"(40.717241, -74.001739)"
bk-06-160001,Link5G_NonAd,Live,,,Brooklyn,38,306,84 BEARD STREET,BEARD STREET,VAN DYKE STREET,SE,11231,M1-2,40.674187,-74.013696,02/07/2024,06/18/2024,Carroll Gardens-Columbia Street-Red Hook,3008860,3006050001,,"(40.6741868, -74.0136956)"
mn-07-120936,Link1.0,Live,120936,mn-07-120936,Manhattan,6,107,157 COLUMBUS AVENUE,WEST 67 STREET,WEST 68 STREET,NE,10023,C4-7,40.774266,-73.980950,08/19/2016,10/07/2016,Lincoln Square,1028260,1011207501,1015300,"(40.774266, -73.98095)"
si-02-125472,Link1.0,Live,125472,si-02-125472,Staten Island,50,502,201 NEW DORP LANE,10 STREET,9 STREET,MIDBLOCK,10306,C2-2,40.572853,-74.114087,11/14/2016,12/09/2016,New Dorp-Midland Beach,5052593,5036370009,5012200,"(40.572853, -74.114087)"
mn-05-122522,Link1.0,Live,122522,mn-05-122522,Manhattan,3,105,1767 BROADWAY,WEST 56 STREET,WEST 57 STREET,SW,10019,C5-3,40.766175,-73.981988,05/26/2016,07/19/2016,Midtown-Midtown South,1024899,1010280056,1013700,"(40.766175, -73.981988)"
mn-04-139460,Link1.0,Live,139460,mn-04-139460,Manhattan,3,104,907 8 AVENUE,WEST 54 STREET,WEST 53 STREET,SW,10019,C6-4,40.764744,-73.984470,03/10/2016,04/15/2016,Clinton,1025400,1010447501,1013300,"(40.764744, -73.98447)"
mn-07-135581,Link1.0,Live,135581,mn-07-135581,Manhattan,7,107,782 AMSTERDAM AVENUE,WEST 98 STREET,WEST 99 STREET,NW,10025,C1-5,40.795544,-73.969419,06/30/2017,08/07/2017,Upper West Side,1056400,1018700030,1018700,"(40.795544, -73.969419)"
qu-12-124000,Link5G_Ad,Live,124000,15023,Queens,27,412,198-01 HOLLIS AVENUE,198th Street,199th Street,,11412,C1-3,40.706481,-73.759532,02/20/2023,05/04/2023,Hollis,4234133,4109390001,4050600,"(40.706481, -73.759532)"
qu-04-145915,Link1.0,Live,145915,LINK-019904,Queens,25,404,75-10 BROADWAY,75 STREET,76 STREET,SE,11373,C2-3,40.746046,-73.890121,08/05/2017,09/05/2017,Elmhurst,4036729,4014860008,4026700,"(40.746046, -73.890121)"
bx-07-131009,Link1.0,Live,131009,LINK-000088,Bronx,14,207,2565 GRAND CONCOURSE,EAST 192 STREET,EAST FORDHAM ROAD,MIDBLOCK,10468,C1-3,40.864326,-73.896184,07/01/2022,08/30/2022,Bedford Park-Fordham North,2013824,2031670068,2040100,"(40.864326, -73.896184)"
mn-07-133629,Link1.0,Live,133629,mn-07-133629,Manhattan,6,107,2396 BROADWAY,WEST 87 STREET,WEST 88 STREET,SE,10024,C4-6A,40.789424,-73.975391,11/22/2017,04/11/2018,Upper West Side,1080398,1012350042,1017500,"(40.789424, -73.975391)"
mn-05-122647,Link1.0,Live,122647,mn-05-122647,Manhattan,4,105,879 7 AVENUE,WEST 56 STREET,WEST 55 STREET,SE,10019,C6-6,40.764718,-73.980478,10/16/2016,11/18/2016,Midtown-Midtown South,1076178,1010087502,1013700,"(40.764718, -73.980478)"
mn-08-120988,Link1.0,Live,120988,mn-08-120988,Manhattan,4,108,1175 3 AVENUE,EAST 68 STREET,EAST 69 STREET,NE,10065,C1-9,40.767234,-73.962290,02/27/2016,03/30/2016,Lenox Hill-Roosevelt Island,1043902,1014237501,1011800,"(40.767234, -73.96229)"
qu-14-160058,Link5G_Ad,Live,,,Queens,31,414,1400 BRUNSWICK AVENUE,WHEATLEY AVENUE,MINTON STREET,MIDBLOCK,11691,M1-1,40.608900,-73.749890,07/24/2024,01/03/2025,Far Rockaway-Bayswater,4458193,4155290143,,"(40.6089, -73.74989)"
mn-07-134388,Link1.0,Live,134388,mn-07-134388,Manhattan,7,107,2780 BROADWAY,WEST 107 STREET,WEST 108 STREET,NE,10025,C2-8A,40.802298,-73.967585,05/09/2017,10/16/2017,Morningside Heights,1056647,1018790001,1019500,"(40.802298, -73.967585)"
mn-04-136065,Link1.0,Live,136065,mn-04-136065,Manhattan,3,104,886 10 AVENUE,WEST 58 STREET,WEST 57 STREET,SE,10019,C2-7,40.769567,-73.988099,11/04/2017,02/08/2018,Clinton,1026899,1010670062,1013900,"(40.769567, -73.988099)"
qu-09-128721,Link1.0,Live,128721,qu-09-128721,Queens,29,409,115-09 JAMAICA AVENUE,115 STREET,116 STREET,NE,11418,C2-4,40.698900,-73.833834,05/12/2017,06/26/2017,Richmond Hill,4192728,4092290026,4013200,"(40.6989, -73.833834)"
